                                                  

        SCF,CCSD
   -146.05088013,   -146.90842807
   -146.05543249,   -146.95687685
   -145.93802610,   -146.76999685
   -145.90743504,   -146.76550400
   -145.81734960,   -146.62910877
   -145.64899066,   -146.44564804
   -145.08447771,   -145.83341076
   -143.86974360,   -144.55373951
   -142.08413652,   -142.70982030
   -139.68620847,   -140.25758933
   -136.69074673,   -137.19913726
   -132.76863827,   -133.25048388
   -128.17403064,   -128.61972047
   -122.82711647,   -123.23831914
   -116.70105634,   -117.07862518
   -109.82887863,   -110.16248911
    -77.13021486,    -77.29549449
    -35.51917783,    -35.59006679
                                                  
