                                                  

        SCF,CCSD
   -119.11507437,   -119.78421300
   -119.13015202,   -119.86077324
   -119.10168464,   -119.77278342
   -119.08173849,   -119.76611941
   -118.83376329,   -119.45395972
   -118.82585322,   -119.42773907
   -118.21456180,   -118.76747927
   -117.13994079,   -117.63753639
   -115.56876533,   -116.01800922
   -114.39337773,   -114.82332495
   -113.50936433,   -113.90292473
    -96.52049235,    -96.91835189
    -93.36053522,    -93.62174520
    -66.34895827,    -66.47424861
    -31.39335200,    -31.44486023
                                                  
