                                                  

     Z,SCF,CCSD,A_SCF,A_CCSD,B_SCF,B_CCSD
   1.3,   -18413.71245,   -18416.88807,	-18413.16835,   -18416.28258,  -0.49982785,  -0.4998278
   1.4,   -18413.73488,   -18416.90796,	0,	0,	0,	0
   1.5,   -18413.74359,   -18416.91403,	0,	0,	0,	0
   1.6,   -18413.74372,   -18416.91161,	0,	0,	0,	0
   1.7,   -18413.73855,   -18416.90412,	0,	0,	0,	0
   1.8,   -18413.73022,   -18416.89380,	0,	0,	0,	0
                                                  
