z,bind
1.985,-0.07209295999996712
1.935,-0.07498286000000931
1.885,-0.07699395999998515
1.835,-0.07782815999999926
1.785,-0.07708295999998782
1.735,-0.07420945999999518
1.685,-0.06844545999999596
1.635,-0.05880715999998998
1.585,-0.04405815999999518
1.535,-0.02269346000000283
1.485,0.00714754000000184
