SCF,GAPS
-5.298552,0.0
-5.286839,0.011713000000000306
-4.942875,0.355677
-4.992911,0.3056409999999996
-4.762653,0.5358989999999997
-4.429441,0.8691110000000002
-4.136613,1.1619390000000003
-4.019253,1.279299
-3.87527,1.423282
-3.586627,1.711925
-3.225492,2.07306
-2.012812,3.28574
-1.51396,3.784592
-0.967892,4.33066
-0.812444,4.486108
