energy   error   state
-293.8152058 0.0008041854641 2.0
-293.8582019 0.001036974217 2.1
-293.886163 0.0009547314758 2.2
-293.9017805 0.0006869781717 2.3
-293.9092682 0.0008402441401 2.4
-293.9155224 0.0008058218853 2.5
-293.9143371 0.0008818685454 2.6
-293.9120289 0.0007386075729 2.7
