                                                  

        SCF,CCSD
   -121.08596237,   -121.76479664
   -121.09909574,   -121.84246674
   -121.07485560,   -121.75562593
   -121.05022332,   -121.74600952
   -120.81299625,   -121.43968007
   -120.80663909,   -121.41350809
   -120.20995450,   -120.76548981
   -119.15590805,   -119.65249387
   -117.60860982,   -118.05367031
   -116.45835290,   -116.86957504
   -115.57538107,   -115.96244097
    -98.73795711,    -99.07142958
    -95.57997007,    -95.82620933
    -67.52651096,    -67.65223988
    -31.25906159,    -31.32534729
                                                  
