050	-135.30764977
060	-135.63367892
070	-135.79794747
080	-135.88447331
090	-135.93373952
100	-135.96438136
110	-135.98540238
120	-136.00076336
130	-136.01197485
140	-136.02035188
150	-136.02660034
160	-136.03113546
170	-136.03442561
180	-136.03675419
190	-136.03843330
200	-136.03960714
210	-136.04044858
220	-136.04104454
230	-136.04147023
240	-136.04178087
250	-136.04201118
260	-136.04218731
270	-136.04231880
280	-136.04243204
290	-136.04252025
300	-136.04259277
310	-136.04265045
320	-136.04269766
330	-136.04273564
340	-136.04276631
350	-136.04279040
360	-136.04280730
370	-136.04282116
380	-136.04283152
390	-136.04283932
400	-136.04284436
410	-136.04284625
420	-136.04284934
430	-136.04284978
440	-136.04284896
450	-136.04284948
460	-136.04285161
470	-136.04285187
480	-136.04285203
490	-136.04285212
500	-136.04285155
510	-136.04285212
520	-136.04285161
530	-136.04285242
540	-136.04285189
550	-136.04285305
560	-136.04285261
570	-136.04285352
580	-136.04285400
590	-136.04285325
600	-136.04285322
