050	0.71449929
060	0.39765256
070	0.23801054
080	0.15392165
090	0.10604300
100	0.07626417
110	0.05583519
120	0.04090684
130	0.03001112
140	0.02187002
150	0.01579755
160	0.01139016
170	0.00819267
180	0.00592967
190	0.00429786
200	0.00315708
210	0.00233933
220	0.00176016
230	0.00134646
240	0.00104457
250	0.00082074
260	0.00064957
270	0.00052179
280	0.00041174
290	0.00032601
300	0.00025553
310	0.00019948
320	0.00015360
330	0.00011669
340	0.00008688
350	0.00006347
360	0.00004705
370	0.00003358
380	0.00002351
390	0.00001593
400	0.00001103
410	0.00000919
420	0.00000619
430	0.00000576
440	0.00000656
450	0.00000605
460	0.00000398
470	0.00000373
480	0.00000358
490	0.00000349
500	0.00000404
510	0.00000349
520	0.00000398
530	0.00000320
540	0.00000371
550	0.00000259
560	0.00000301
570	0.00000213
580	0.00000166
590	0.00000239
600	0.00000242
