z,bind
1.985000,-0.073142
1.935000,-0.076106
1.885000,-0.078206
1.835000,-0.079156
1.785000,-0.078553
1.735000,-0.075855
1.685000,-0.070308
1.635000,-0.060930
1.585000,-0.046482
1.535000,-0.025461
1.485000,0.003990
