z,bind
1.2,-0.0511698299999771
1.3,-0.0921073299999896
1.4,-0.11159153000001176
1.5,-0.11777272999999788
1.6,-0.11581592999998158
1.7,-0.10904243000000158
1.8,-0.09961513000000288
1.9,-0.08893612999999256
2.0,-0.07791633000000708
