                                                  

     Z,SCF,CCSD
   0.0,     0.00000000,     0.00000000
   0.0,     0.00000000,     0.00000000
   0.0,     0.00000000,     0.00000000
   0.0,     0.00000000,     0.00000000
   0.0,     0.00000000,     0.00000000
   2.0,   -20.99477343,   -21.41084161
                                                  
