                                                  

         SCF
   -5197.696725
   -5197.698300
   -5197.597867
   -5197.516139
   -5197.479584
   -5197.271511
   -5196.733311
   -5195.498684
   -5193.688737
   -5191.262217
   -5188.230778
   -5184.281237
   -5179.652040
   -5174.265051
   -5168.091819
   -5161.159326
   -5128.803304
   -5087.493246
                                                  
