                                                  

         SCF
   -5197.681543
   -5197.683114
   -5197.582684
   -5197.500920
   -5197.464406
   -5197.256295
   -5196.718099
   -5195.483429
   -5193.673404
   -5191.246719
   -5188.215009
   -5184.265105
   -5179.635446
   -5174.247897
   -5168.074035
   -5161.140905
   -5128.786156
   -5087.479132
                                                  
