050	-22.87404700
060	-22.88162252
070	-22.88372597
080	-22.88470607
090	-22.88542678
100	-22.88586382
110	-22.88609613
120	-22.88617295
130	-22.88620467
140	-22.88620104
150	-22.88621235
160	-22.88619395
170	-22.88619190
180	-22.88620589
190	-22.88619048
200	-22.88620463
210	-22.88620646
220	-22.88620290
230	-22.88621285
240	-22.88621511
250	-22.88621112
260	-22.88620112
270	-22.88621438
280	-22.88618888
290	-22.88621756
300	-22.88621168
310	-22.88622065
320	-22.88622107
330	-22.88621727
340	-22.88619533
350	-22.88621716
360	-22.88621728
370	-22.88621024
380	-22.88621255
390	-22.88620827
400	-22.88621050
410	-22.88620512
420	-22.88622151
430	-22.88621735
440	-22.88620171
450	-22.88622052
460	-22.88621472
470	-22.88621221
480	-22.88621206
490	-22.88620261
500	-22.88620759
510	-22.88620255
520	-22.88621224
530	-22.88622306
540	-22.88622146
550	-22.88621748
560	-22.88620866
570	-22.88619548
580	-22.88621230
590	-22.88622507
600	-22.88620868
