        Z,SCF,CCSD
   1.679,   -127.1088731,   -127.8870969
   1.629,   -127.1091995,   -127.8899515
   1.579,   -127.1086158,   -127.8919729
   1.529,   -127.1069389,   -127.8929058
   1.479,   -127.1039391,   -127.8924386
   1.429,   -127.0993187,   -127.8901736
   1.379,   -127.0926831,   -127.8856277
   1.329,   -127.0835080,   -127.8782065
   1.279,   -127.0711051,   -127.8671690
   1.229,   -127.0545827,   -127.8515839
   1.179,   -127.0327942,   -127.8302735

