     Z,SCF,CCSD
   1.679,   -127.4422564,   -128.2245497
   1.629,   -127.4427347,   -128.2275291
   1.579,   -127.4423156,   -128.2296973
   1.529,   -127.4408163,   -128.2307946
   1.479,   -127.4380075,   -128.2305116
   1.429,   -127.4335926,   -128.2284530
   1.379,   -127.4271786,   -128.2241375
   1.329,   -127.4182434,   -128.2169728
   1.279,   -127.4061015,   -128.2062203
   1.229,   -127.3898633,   -128.1909490
   1.179,   -127.3683843,   -128.1699842
