r bind
1.5 0.12288539
1.6 0.01304607
1.7 -0.04395179
1.8 -0.07078798
1.9 -0.07982995
2.0 -0.07865842
2.1 -0.06665223
2.2 -0.05544499
2.3 -0.04559547
