050	-10.92680549
060	-10.92887442
070	-10.93112451
080	-10.93229924
090	-10.93267657
100	-10.93277515
110	-10.93278999
120	-10.93279291
130	-10.93277314
140	-10.93279672
150	-10.93279861
160	-10.93280299
170	-10.93280640
180	-10.93281314
190	-10.93281875
200	-10.93282290
210	-10.93282568
220	-10.93282627
230	-10.93282742
240	-10.93280643
250	-10.93282625
260	-10.93282788
270	-10.93282901
280	-10.93281549
290	-10.93283040
300	-10.93283005
310	-10.93283085
320	-10.93281543
330	-10.93283099
340	-10.93282856
350	-10.93283049
360	-10.93282971
370	-10.93283136
380	-10.93282639
390	-10.93282791
400	-10.93283129
410	-10.93283147
420	-10.93282956
430	-10.93282574
440	-10.93283140
450	-10.93283139
460	-10.93283159
470	-10.93283137
480	-10.93283134
490	-10.93283128
500	-10.93283146
510	-10.93283144
520	-10.93283126
530	-10.93283155
540	-10.93283133
550	-10.93283149
560	-10.93283153
570	-10.93283163
580	-10.93283153
590	-10.93283163
600	-10.93283116
