energy   error   state
-271.974829 0.001845834569 2.2
-271.995999 0.001404774172 2.3
-272.0042103 0.001904939179 2.4
-272.0059087 0.001497677777 2.5
-272.0038147 0.001889870212 2.6
-271.9983474 0.001436901024 2.7
-271.9930691 0.001399832359 2.8
