z,bind
1.985,-0.07365811000002509
1.935,-0.07661710999948923
1.885,-0.07869411000049809
1.835,-0.07961711000010041
1.785,-0.07898011000000338
1.735,-0.07623610999965535
1.685,-0.07062210999995955
1.635,-0.06117111000006048
1.585,-0.04663810999957718
1.535,-0.025531110000002855
1.485,0.003956890000125668
