Z,SCF,CCSD,A_SCF,A_CCSD,B_SCF,B_CCSD
1.985,-5117.731384,-5119.530790,-5042.840828,   -5044.366379,
1.935,-5117.730413,-5119.533758,
1.885,-5117.727735,-5119.535845,
1.835,-5117.722971,-5119.536777,
1.785,-5117.715681,-5119.536150,
1.735,-5117.705367,-5119.533417,
1.685,-5117.691474,-5119.527814,
1.635,-5117.673384,-5119.518376,
1.585,-5117.650407,-5119.503854,
1.535,-5117.621779,-5119.482752,
1.485,-5117.586719,-5119.453256,

