r bind
1.20   0.02595267
1.30  -0.04116558
1.40  -0.08015463
1.50  -0.10053684
1.60  -0.10869257
1.70  -0.10891103
1.80  -0.10409153
1.90  -0.09621063
2.00  -0.08663367
