                                                  

         SCF
   -5197.697649
   -5197.699016
   -5197.598793
   -5197.517062
   -5197.480510
   -5197.272437
   -5196.734207
   -5195.499619
   -5193.689676
   -5191.263156
   -5188.231715
   -5184.282186
   -5179.653030
   -5174.266126
   -5168.093026
   -5161.160706
   -5128.804760
   -5087.494098
                                                  
