        SCF,CCSD
   -126.54998388,   -127.29660682
   -126.53785851,   -127.30431437
   -126.53840556,   -127.26033015
   -126.45545722,   -127.17480145
   -126.30594189,   -126.98435777
   -126.21087959,   -126.86917733
   -125.65497875,   -126.26826132
   -124.50161050,   -125.06029864
   -122.79829731,   -123.30912155
   -120.55269958,   -121.00843974
    -98.34977872,    -98.66438336
    -69.48410062,    -69.64775110
    -31.96911915,    -32.04931150
                                                  
