        SCF,CCSD
   -125.91932847,   -126.66800990
   -125.90480356,   -126.67353550
   -125.90610601,   -126.63036450
   -125.82350072,   -126.54582345
   -125.67555675,   -126.35554842
   -125.58030774,   -126.24102211
   -125.02481441,   -125.63934172
   -123.87181658,   -124.43140707
   -122.16911216,   -122.68054163
   -119.92425628,   -120.38049804
    -97.73152803,    -98.04784627
    -68.84916694,    -69.02090760
    -31.34856810,    -31.44568221
                                                  
