        SCF,CCSD
   -126.94648121,   -127.70532944
   -126.94128176,   -127.71806120
   -126.94125676,   -127.67365081
   -126.86390202,   -127.59183417
   -126.70836030,   -127.39758698
   -126.61925215,   -127.28662218
   -126.06452880,   -126.68757846
   -124.91863177,   -125.48621181
   -123.22196488,   -123.74093728
   -120.98088037,   -121.44414508
    -98.72490358,    -99.04486009
    -69.88551553,    -70.04789599
    -32.36874538,    -32.44060941
                                                  
