250	0.01120760
260	0.00886629
270	0.00710470
280	0.00575686
290	0.00470570
300	0.00388924
310	0.00325310
320	0.00273213
330	0.00230471
340	0.00195851
350	0.00165733
360	0.00140567
370	0.00119127
380	0.00100405
390	0.00084513
400	0.00070766
410	0.00058974
420	0.00048954
430	0.00040332
440	0.00033093
450	0.00027008
460	0.00021978
470	0.00017777
480	0.00014372
490	0.00011561
500	0.00009291
510	0.00007447
520	0.00005999
530	0.00004857
540	0.00003942
550	0.00003237
560	0.00002672
570	0.00002248
580	0.00001937
590	0.00001655
600	0.00001445
