energy   error   state
-22.77108936 0.000253213886 2.35
-22.78823188 0.0002365484476 2.45
-22.79644794 0.0004995885778 2.55
-22.79816622 0.0003293331491 2.65
-22.79560911 0.0002636282266 2.75
-22.79001247 0.0002488349948 2.85
-22.78301393 0.0002734469836 2.95
