                                                  

       SCF,CCSD
   -67.04366502,   -67.52780206
   -67.13519411,   -67.58421024
   -67.02916159,   -67.46433932
   -67.10963036,   -67.60895209
   -66.84700514,   -67.26730325
   -66.90604446,   -67.32301266
   -66.68220237,   -67.14572457
   -66.34504992,   -66.73272248
   -65.38406579,   -65.74067482
   -63.94591927,   -64.27584906
   -61.99150792,   -62.29758094
   -61.17619895,   -61.48248410
   -59.52765905,   -59.80381038
   -43.77982129,   -43.92171223
   -21.00753748,   -21.07384797                                     
