                   1  011111110110                0.0326    0.1806    0.0000
                   2  111110011110                0.0667   -0.2582    0.0000
                   3  110111011110                0.1025   -0.3201    0.0000
                   4  011111111001                0.0834   -0.2887    0.0000
                   5  011111101101                0.0162    0.1274    0.0000
                   6  111101011101                0.0167   -0.1291    0.0000
                   7  111011011011                0.1501    0.3874    0.0000
                   8  101111011011                0.0519   -0.2278    0.0000
                   9  111110010111                0.0142    0.1190    0.0000
                  11  111011001111                0.0961    0.3099    0.0000
                  13  011010111111                0.2084    0.4565    0.0000
                  14  001110111111                0.1280    0.3578    0.0000
                  15  010011111111                0.0334    0.1828    0.0000
