z,bind
1.4,0.004738580000000492
1.5,-0.028474749999999216
1.6,-0.04746874999999939
1.7,-0.056542929999999214
1.8,-0.05880726999999919
1.9,-0.05649793999999997
2.0,-0.05121378999999948
2.1,-0.044093759999999205
2.2,-0.03594819999999921
