Z,SCF,CCSD,A_SCF,A_CCSD,B_SCF,B_CCSD
1.4,-5.70739828,-5.84607544,-5.27203095,-5.35098415,-0.49982987,-0.49982987
1.5,-5.74056697,-5.87928877,,,,
1.6,-5.75932248,-5.89828277,,,,
1.7,-5.76796217,-5.90735695,,,,
1.8,-5.76958634,-5.90962129,,,,
1.9,-5.76641873,-5.90731196,,,,
2.0,-5.76004713,-5.90202781,,,,
2.1,-5.75160146,-5.89490778,,,,
2.2,-5.74188332,-5.88676222,,,,
