SCF,GAPS
-5.329849,0.0
-5.318058,0.011791000000000551
-4.97745,0.35239900000000013
-5.025098,0.30475100000000044
-4.799289,0.5305600000000004
-4.459372,0.8704770000000002
-4.173012,1.1568370000000003
-4.050521,1.2793280000000005
-3.903245,1.4266040000000002
-3.608151,1.7216980000000004
-3.255361,2.074488
-2.026076,3.303773
-1.537551,3.7922980000000006
-1.00669,4.323159
-0.88655,4.4432990000000006
