                                                  

        SCF,CCSD
   -119.36174668,   -120.04908265
   -119.37710119,   -120.12717236
   -119.34791484,   -120.03839459
   -119.32922756,   -120.03102591
   -119.07976471,   -119.71751401
   -119.07177167,   -119.69143797
   -118.45970955,   -119.02980885
   -117.38539471,   -117.89973675
   -115.81632829,   -116.28171925
   -114.63577686,   -115.07132174
   -113.76146277,   -114.16993127
    -96.88245015,    -97.28282795
    -93.70518688,    -93.96933774
    -66.65183419,    -66.77804661
    -31.45291720,    -31.50761911
                                                  
