                                                  

       SCF,CCSD
   -67.10179383,   -67.58521116
   -67.19285137,   -67.64175774
   -67.08715288,   -67.52235299
   -67.16728835,   -67.66661628
   -66.90521872,   -67.32530357
   -66.96376320,   -67.38063719
   -66.74090485,   -67.20398896
   -66.40345249,   -66.79095328
   -65.44322933,   -65.79961247
   -64.00583526,   -64.33549377
   -62.05209317,   -62.35785280
   -61.23865649,   -61.54453757
   -59.58877697,   -59.86458331
   -43.81685079,   -43.95881977
   -21.01120687,   -21.07805112
                                                  
