Z,SCF,CCSD,A_SCF,A_CCSD,B_SCF,B_CCSD
1.4,-21535.28175,-21538.36323,-21534.84774,-21537.87132,-0.49982785,-0.49982785
1.5,-21535.31420,-21538.39422,,,,
1.6,-21535.33222,-21538.41134,,,,
1.7,-21535.34037,-21538.41909,,,,
1.8,-21535.34181,-21538.42055,,,,
1.9,-21535.33871,-21538.41787,,,,
2.0,-21535.33258,-21538.41253,,,,
2.1,-21535.32449,-21538.40555,,,,
2.2,-21535.31520,-21538.39768,,,,

