z,bind
1.679000,-0.083564
1.629000,-0.086526
1.579000,-0.088660
1.529000,-0.089712
1.479000,-0.089365
1.429000,-0.087223
1.379000,-0.082805
1.329000,-0.075518
1.279000,-0.064623
1.229000,-0.049191
1.179000,-0.028040
