                                                  

         SCF
   -6917.980854
   -6918.075844
   -6917.627225
   -6916.984817
   -6915.890239
   -6914.448809
   -6912.642205
   -6917.740057
   -6917.238089
   -6917.291947
   -6913.818658
                                                  
