     Z,SCF,CCSD
   1.885,   -5117.727735,   -5118.680078
   1.835,   -5117.722971,   -5118.680931
   1.785,   -5117.715681,   -5118.680205
   1.735,   -5117.705367,   -5118.677351
   1.685,   -5117.691474,   -5118.671608
   1.635,   -5117.673384,   -5118.661990
   1.585,   -5117.650407,   -5118.647279
   1.535,   -5117.621779,   -5118.625928
   1.485,   -5117.586719,   -5118.596115
