     Z,SCF,CCSD
   1.885,   -142.5943377,   -143.5745953
   1.835,   -142.5897755,   -143.5756282
   1.785,   -142.5827049,   -143.5751225
   1.735,   -142.5726233,   -143.5725373
   1.685,   -142.5589672,   -143.5671192
   1.635,   -142.5411121,   -143.5578887
   1.585,   -142.5183690,   -143.5436110
   1.535,   -142.4899853,   -143.5227811
   1.485,   -142.4552046,   -143.4935441
