     Z,SCF,CCSD
   1.885,   -142.2674223,   -143.2499460
   1.835,   -142.2626389,   -143.2507917
   1.785,   -142.2553125,   -143.2500673
   1.735,   -142.2449366,   -143.2472268
   1.685,   -142.2309442,   -143.2415120
   1.635,   -142.2127094,   -143.2319366
   1.585,   -142.1895446,   -143.2172600
   1.535,   -142.1607027,   -143.1959709
   1.485,   -142.1254397,   -143.1662101
