                                                  

        SCF,CCSD
   -119.10756494,   -119.77349727
   -119.12259626,   -119.84996903
   -119.09359077,   -119.76154774
   -119.07471973,   -119.75586160
   -118.82649133,   -119.44352736
   -118.81797647,   -119.41672760
   -118.20714773,   -118.75698706
   -117.13257150,   -117.62717759
   -115.56169851,   -116.00805764
   -114.38503358,   -114.81411521
   -113.50291575,   -113.89374386
    -96.51233458,    -96.90779008
    -93.36493763,    -93.62470880
    -66.35551764,    -66.48009861
    -31.40443028,    -31.45573161
                                                  
