z,bind
1.3,0.024469730000000633
1.4,-0.02883429999999987
1.5,-0.06203809999999976
1.6,-0.08105277999999949
1.7,-0.09017668999999995
1.8,-0.09251889999999918
1.9,-0.09031601999999961
2.0,-0.08516554999999937
2.1,-0.07820766999999951
2.2,-0.07025455999999963
