     Z,SCF,CCSD
   1.5,   -119.3613768,   -120.3019793
   1.6,   -119.4018359,   -120.3504940
   1.7,   -119.4093294,   -120.3665427
   1.8,   -119.3978971,   -120.3639091
   1.9,   -119.3766478,   -120.3514701
