 Level   Rel eigenvalue     Abs eigenvalue      Total Energy    Degeneracy

    1     0.0000000000     -0.940270660244    -4044.207038799383 (   2 * )
    2     0.0207180861     -0.919552574177    -4044.186320713316 (   2 * )
    3     0.0226330631     -0.917637597098    -4044.184405736237 (   2 * )


 Total average:     -4044.1925884163
