                                                  

         SCF
   -4937.920832
   -4937.891036
   -4937.909429
   -4937.893288
   -4937.782850
   -4937.675752
   -4937.549229
   -4937.018471
   -4935.854478
   -4934.135497
   -4931.865469
   -4909.436046
   -4880.801140
   -4843.591820
                                                  
