z,bind
1.679000,-0.083117
1.629000,-0.086066
1.579000,-0.088192
1.529000,-0.089242
1.479000,-0.088901
1.429000,-0.086776
1.379000,-0.082388
1.329000,-0.075141
1.279000,-0.064298
1.229000,-0.048928
1.179000,-0.027852
