SCF,GAPS
-5.271452,0.0
-5.263467,0.007984999999999687
-4.923791,0.34766100000000044
-4.96684,0.30461199999999966
-4.745115,0.5263369999999998
-4.403676,0.8677760000000001
-4.124941,1.1465110000000003
-4.004842,1.26661
-3.850779,1.4206729999999999
-3.556257,1.715195
-3.215366,2.056086
-1.993811,3.277641
-1.525899,3.745553
-1.008817,4.2626349999999995
-0.871702,4.39975
