Z,SCF,CCSD,A_SCF,A_CCSD,B_SCF,B_CCSD
1.4,-5.77002330,-5.91064598,-5.32985168,-5.41000640,-0.49982987,-0.49982987
1.5,-5.79910567,-5.93977015,,,,
1.6,-5.81498394,-5.95592097,,,,
1.7,-5.82171438,-5.96314414,,,,
1.8,-5.82216042,-5.96430363,,,,
1.9,-5.81834238,-5.96142534,,,,
2.0,-5.81168639,-5.95594141,,,,
2.1,-5.80320025,-5.94886501,,,,
2.2,-5.79359681,-5.94091528,,,,

