0: output to Pd.dmc.o
910: Timestep is 1.07770220588235
638: Timestep is 1.07770220588235
1734: Timestep is 1.07770220588235
326: Timestep is 1.07770220588235
1459: Timestep is 1.07770220588235
911: Timestep is 1.07770220588235
1735: Timestep is 1.07770220588235
47: Timestep is 1.07770220588235
1981: Timestep is 1.07770220588235
1736: Timestep is 1.07770220588235
912: Timestep is 1.07770220588235
327: Timestep is 1.07770220588235
48: Timestep is 1.07770220588235
1982: Timestep is 1.07770220588235
640: Timestep is 1.07770220588235
1187: Timestep is 1.07770220588235
49: Timestep is 1.07770220588235
913: Timestep is 1.07770220588235
1983: Timestep is 1.07770220588235
50: Timestep is 1.07770220588235
1984: Timestep is 1.07770220588235
641: Timestep is 1.07770220588235
1188: Timestep is 1.07770220588235
51: Timestep is 1.07770220588235
1189: Timestep is 1.07770220588235
1460: Timestep is 1.07770220588235
642: Timestep is 1.07770220588235
1190: Timestep is 1.07770220588235
1737: Timestep is 1.07770220588235
328: Timestep is 1.07770220588235
1461: Timestep is 1.07770220588235
52: Timestep is 1.07770220588235
914: Timestep is 1.07770220588235
1985: Timestep is 1.07770220588235
644: Timestep is 1.07770220588235
1191: Timestep is 1.07770220588235
334: Timestep is 1.07770220588235
1462: Timestep is 1.07770220588235
915: Timestep is 1.07770220588235
1738: Timestep is 1.07770220588235
336: Timestep is 1.07770220588235
1463: Timestep is 1.07770220588235
916: Timestep is 1.07770220588235
1986: Timestep is 1.07770220588235
645: Timestep is 1.07770220588235
1739: Timestep is 1.07770220588235
1194: Timestep is 1.07770220588235
337: Timestep is 1.07770220588235
1464: Timestep is 1.07770220588235
53: Timestep is 1.07770220588235
917: Timestep is 1.07770220588235
646: Timestep is 1.07770220588235
1740: Timestep is 1.07770220588235
339: Timestep is 1.07770220588235
1465: Timestep is 1.07770220588235
1987: Timestep is 1.07770220588235
1741: Timestep is 1.07770220588235
342: Timestep is 1.07770220588235
54: Timestep is 1.07770220588235
918: Timestep is 1.07770220588235
647: Timestep is 1.07770220588235
1742: Timestep is 1.07770220588235
1195: Timestep is 1.07770220588235
55: Timestep is 1.07770220588235
919: Timestep is 1.07770220588235
1989: Timestep is 1.07770220588235
648: Timestep is 1.07770220588235
57: Timestep is 1.07770220588235
1990: Timestep is 1.07770220588235
1743: Timestep is 1.07770220588235
1196: Timestep is 1.07770220588235
1466: Timestep is 1.07770220588235
58: Timestep is 1.07770220588235
1993: Timestep is 1.07770220588235
649: Timestep is 1.07770220588235
1199: Timestep is 1.07770220588235
60: Timestep is 1.07770220588235
1744: Timestep is 1.07770220588235
344: Timestep is 1.07770220588235
1467: Timestep is 1.07770220588235
920: Timestep is 1.07770220588235
1995: Timestep is 1.07770220588235
650: Timestep is 1.07770220588235
1200: Timestep is 1.07770220588235
345: Timestep is 1.07770220588235
1468: Timestep is 1.07770220588235
921: Timestep is 1.07770220588235
1745: Timestep is 1.07770220588235
347: Timestep is 1.07770220588235
922: Timestep is 1.07770220588235
1996: Timestep is 1.07770220588235
651: Timestep is 1.07770220588235
1746: Timestep is 1.07770220588235
1201: Timestep is 1.07770220588235
349: Timestep is 1.07770220588235
1469: Timestep is 1.07770220588235
61: Timestep is 1.07770220588235
923: Timestep is 1.07770220588235
2000: Timestep is 1.07770220588235
652: Timestep is 1.07770220588235
1747: Timestep is 1.07770220588235
1202: Timestep is 1.07770220588235
351: Timestep is 1.07770220588235
924: Timestep is 1.07770220588235
1748: Timestep is 1.07770220588235
1470: Timestep is 1.07770220588235
62: Timestep is 1.07770220588235
2001: Timestep is 1.07770220588235
653: Timestep is 1.07770220588235
1749: Timestep is 1.07770220588235
1203: Timestep is 1.07770220588235
354: Timestep is 1.07770220588235
1471: Timestep is 1.07770220588235
63: Timestep is 1.07770220588235
925: Timestep is 1.07770220588235
2002: Timestep is 1.07770220588235
654: Timestep is 1.07770220588235
360: Timestep is 1.07770220588235
1473: Timestep is 1.07770220588235
64: Timestep is 1.07770220588235
2003: Timestep is 1.07770220588235
1750: Timestep is 1.07770220588235
1204: Timestep is 1.07770220588235
1479: Timestep is 1.07770220588235
65: Timestep is 1.07770220588235
2004: Timestep is 1.07770220588235
655: Timestep is 1.07770220588235
1205: Timestep is 1.07770220588235
1480: Timestep is 1.07770220588235
66: Timestep is 1.07770220588235
1751: Timestep is 1.07770220588235
361: Timestep is 1.07770220588235
926: Timestep is 1.07770220588235
2005: Timestep is 1.07770220588235
656: Timestep is 1.07770220588235
1206: Timestep is 1.07770220588235
362: Timestep is 1.07770220588235
927: Timestep is 1.07770220588235
1752: Timestep is 1.07770220588235
363: Timestep is 1.07770220588235
928: Timestep is 1.07770220588235
657: Timestep is 1.07770220588235
1753: Timestep is 1.07770220588235
1207: Timestep is 1.07770220588235
364: Timestep is 1.07770220588235
1481: Timestep is 1.07770220588235
67: Timestep is 1.07770220588235
929: Timestep is 1.07770220588235
2007: Timestep is 1.07770220588235
658: Timestep is 1.07770220588235
1754: Timestep is 1.07770220588235
1208: Timestep is 1.07770220588235
365: Timestep is 1.07770220588235
930: Timestep is 1.07770220588235
1755: Timestep is 1.07770220588235
366: Timestep is 1.07770220588235
1482: Timestep is 1.07770220588235
68: Timestep is 1.07770220588235
931: Timestep is 1.07770220588235
2008: Timestep is 1.07770220588235
659: Timestep is 1.07770220588235
1209: Timestep is 1.07770220588235
1483: Timestep is 1.07770220588235
69: Timestep is 1.07770220588235
1756: Timestep is 1.07770220588235
1484: Timestep is 1.07770220588235
70: Timestep is 1.07770220588235
2010: Timestep is 1.07770220588235
660: Timestep is 1.07770220588235
1210: Timestep is 1.07770220588235
1485: Timestep is 1.07770220588235
71: Timestep is 1.07770220588235
2013: Timestep is 1.07770220588235
1211: Timestep is 1.07770220588235
1486: Timestep is 1.07770220588235
72: Timestep is 1.07770220588235
2014: Timestep is 1.07770220588235
661: Timestep is 1.07770220588235
1757: Timestep is 1.07770220588235
1212: Timestep is 1.07770220588235
662: Timestep is 1.07770220588235
1215: Timestep is 1.07770220588235
367: Timestep is 1.07770220588235
932: Timestep is 1.07770220588235
2015: Timestep is 1.07770220588235
1758: Timestep is 1.07770220588235
368: Timestep is 1.07770220588235
933: Timestep is 1.07770220588235
663: Timestep is 1.07770220588235
1216: Timestep is 1.07770220588235
369: Timestep is 1.07770220588235
73: Timestep is 1.07770220588235
934: Timestep is 1.07770220588235
2018: Timestep is 1.07770220588235
665: Timestep is 1.07770220588235
1759: Timestep is 1.07770220588235
1217: Timestep is 1.07770220588235
370: Timestep is 1.07770220588235
935: Timestep is 1.07770220588235
667: Timestep is 1.07770220588235
1760: Timestep is 1.07770220588235
371: Timestep is 1.07770220588235
936: Timestep is 1.07770220588235
1761: Timestep is 1.07770220588235
2019: Timestep is 1.07770220588235
74: Timestep is 1.07770220588235
372: Timestep is 1.07770220588235
1488: Timestep is 1.07770220588235
75: Timestep is 1.07770220588235
937: Timestep is 1.07770220588235
2024: Timestep is 1.07770220588235
668: Timestep is 1.07770220588235
1218: Timestep is 1.07770220588235
1489: Timestep is 1.07770220588235
76: Timestep is 1.07770220588235
2028: Timestep is 1.07770220588235
1490: Timestep is 1.07770220588235
77: Timestep is 1.07770220588235
2029: Timestep is 1.07770220588235
669: Timestep is 1.07770220588235
1219: Timestep is 1.07770220588235
1491: Timestep is 1.07770220588235
78: Timestep is 1.07770220588235
1220: Timestep is 1.07770220588235
1492: Timestep is 1.07770220588235
1493: Timestep is 1.07770220588235
670: Timestep is 1.07770220588235
1221: Timestep is 1.07770220588235
1494: Timestep is 1.07770220588235
1762: Timestep is 1.07770220588235
373: Timestep is 1.07770220588235
938: Timestep is 1.07770220588235
671: Timestep is 1.07770220588235
1763: Timestep is 1.07770220588235
1222: Timestep is 1.07770220588235
374: Timestep is 1.07770220588235
939: Timestep is 1.07770220588235
672: Timestep is 1.07770220588235
375: Timestep is 1.07770220588235
79: Timestep is 1.07770220588235
940: Timestep is 1.07770220588235
2030: Timestep is 1.07770220588235
673: Timestep is 1.07770220588235
1764: Timestep is 1.07770220588235
1223: Timestep is 1.07770220588235
376: Timestep is 1.07770220588235
941: Timestep is 1.07770220588235
1765: Timestep is 1.07770220588235
378: Timestep is 1.07770220588235
942: Timestep is 1.07770220588235
1766: Timestep is 1.07770220588235
80: Timestep is 1.07770220588235
2031: Timestep is 1.07770220588235
1767: Timestep is 1.07770220588235
380: Timestep is 1.07770220588235
1495: Timestep is 1.07770220588235
81: Timestep is 1.07770220588235
943: Timestep is 1.07770220588235
674: Timestep is 1.07770220588235
1224: Timestep is 1.07770220588235
1496: Timestep is 1.07770220588235
82: Timestep is 1.07770220588235
2032: Timestep is 1.07770220588235
1768: Timestep is 1.07770220588235
1497: Timestep is 1.07770220588235
83: Timestep is 1.07770220588235
2033: Timestep is 1.07770220588235
675: Timestep is 1.07770220588235
1225: Timestep is 1.07770220588235
1498: Timestep is 1.07770220588235
84: Timestep is 1.07770220588235
2034: Timestep is 1.07770220588235
1769: Timestep is 1.07770220588235
1226: Timestep is 1.07770220588235
1499: Timestep is 1.07770220588235
2035: Timestep is 1.07770220588235
676: Timestep is 1.07770220588235
1500: Timestep is 1.07770220588235
2036: Timestep is 1.07770220588235
1227: Timestep is 1.07770220588235
1770: Timestep is 1.07770220588235
381: Timestep is 1.07770220588235
1501: Timestep is 1.07770220588235
944: Timestep is 1.07770220588235
677: Timestep is 1.07770220588235
1228: Timestep is 1.07770220588235
382: Timestep is 1.07770220588235
1771: Timestep is 1.07770220588235
383: Timestep is 1.07770220588235
945: Timestep is 1.07770220588235
678: Timestep is 1.07770220588235
1772: Timestep is 1.07770220588235
1229: Timestep is 1.07770220588235
384: Timestep is 1.07770220588235
946: Timestep is 1.07770220588235
679: Timestep is 1.07770220588235
1773: Timestep is 1.07770220588235
392: Timestep is 1.07770220588235
2037: Timestep is 1.07770220588235
86: Timestep is 1.07770220588235
947: Timestep is 1.07770220588235
393: Timestep is 1.07770220588235
1502: Timestep is 1.07770220588235
88: Timestep is 1.07770220588235
948: Timestep is 1.07770220588235
2038: Timestep is 1.07770220588235
680: Timestep is 1.07770220588235
1774: Timestep is 1.07770220588235
1230: Timestep is 1.07770220588235
396: Timestep is 1.07770220588235
1503: Timestep is 1.07770220588235
89: Timestep is 1.07770220588235
949: Timestep is 1.07770220588235
2039: Timestep is 1.07770220588235
681: Timestep is 1.07770220588235
1504: Timestep is 1.07770220588235
90: Timestep is 1.07770220588235
950: Timestep is 1.07770220588235
2041: Timestep is 1.07770220588235
1775: Timestep is 1.07770220588235
1231: Timestep is 1.07770220588235
1505: Timestep is 1.07770220588235
91: Timestep is 1.07770220588235
2044: Timestep is 1.07770220588235
682: Timestep is 1.07770220588235
1232: Timestep is 1.07770220588235
1506: Timestep is 1.07770220588235
92: Timestep is 1.07770220588235
2045: Timestep is 1.07770220588235
397: Timestep is 1.07770220588235
1507: Timestep is 1.07770220588235
93: Timestep is 1.07770220588235
951: Timestep is 1.07770220588235
2046: Timestep is 1.07770220588235
683: Timestep is 1.07770220588235
1776: Timestep is 1.07770220588235
1233: Timestep is 1.07770220588235
398: Timestep is 1.07770220588235
1508: Timestep is 1.07770220588235
952: Timestep is 1.07770220588235
2047: Timestep is 1.07770220588235
1234: Timestep is 1.07770220588235
401: Timestep is 1.07770220588235
1509: Timestep is 1.07770220588235
953: Timestep is 1.07770220588235
684: Timestep is 1.07770220588235
1777: Timestep is 1.07770220588235
403: Timestep is 1.07770220588235
954: Timestep is 1.07770220588235
2048: Timestep is 1.07770220588235
685: Timestep is 1.07770220588235
1778: Timestep is 1.07770220588235
1235: Timestep is 1.07770220588235
405: Timestep is 1.07770220588235
955: Timestep is 1.07770220588235
686: Timestep is 1.07770220588235
1779: Timestep is 1.07770220588235
1236: Timestep is 1.07770220588235
406: Timestep is 1.07770220588235
2049: Timestep is 1.07770220588235
687: Timestep is 1.07770220588235
1780: Timestep is 1.07770220588235
408: Timestep is 1.07770220588235
1510: Timestep is 1.07770220588235
94: Timestep is 1.07770220588235
956: Timestep is 1.07770220588235
688: Timestep is 1.07770220588235
1781: Timestep is 1.07770220588235
1237: Timestep is 1.07770220588235
409: Timestep is 1.07770220588235
1511: Timestep is 1.07770220588235
95: Timestep is 1.07770220588235
957: Timestep is 1.07770220588235
2050: Timestep is 1.07770220588235
689: Timestep is 1.07770220588235
1782: Timestep is 1.07770220588235
410: Timestep is 1.07770220588235
1512: Timestep is 1.07770220588235
96: Timestep is 1.07770220588235
958: Timestep is 1.07770220588235
2051: Timestep is 1.07770220588235
690: Timestep is 1.07770220588235
1238: Timestep is 1.07770220588235
1513: Timestep is 1.07770220588235
99: Timestep is 1.07770220588235
959: Timestep is 1.07770220588235
2052: Timestep is 1.07770220588235
1783: Timestep is 1.07770220588235
1239: Timestep is 1.07770220588235
1514: Timestep is 1.07770220588235
100: Timestep is 1.07770220588235
2053: Timestep is 1.07770220588235
691: Timestep is 1.07770220588235
1240: Timestep is 1.07770220588235
411: Timestep is 1.07770220588235
1515: Timestep is 1.07770220588235
104: Timestep is 1.07770220588235
960: Timestep is 1.07770220588235
2054: Timestep is 1.07770220588235
1784: Timestep is 1.07770220588235
1241: Timestep is 1.07770220588235
412: Timestep is 1.07770220588235
1516: Timestep is 1.07770220588235
961: Timestep is 1.07770220588235
2055: Timestep is 1.07770220588235
692: Timestep is 1.07770220588235
1242: Timestep is 1.07770220588235
413: Timestep is 1.07770220588235
1517: Timestep is 1.07770220588235
962: Timestep is 1.07770220588235
693: Timestep is 1.07770220588235
1785: Timestep is 1.07770220588235
415: Timestep is 1.07770220588235
1518: Timestep is 1.07770220588235
2056: Timestep is 1.07770220588235
694: Timestep is 1.07770220588235
1786: Timestep is 1.07770220588235
1243: Timestep is 1.07770220588235
416: Timestep is 1.07770220588235
963: Timestep is 1.07770220588235
695: Timestep is 1.07770220588235
1787: Timestep is 1.07770220588235
1244: Timestep is 1.07770220588235
417: Timestep is 1.07770220588235
2057: Timestep is 1.07770220588235
1788: Timestep is 1.07770220588235
1245: Timestep is 1.07770220588235
418: Timestep is 1.07770220588235
1519: Timestep is 1.07770220588235
105: Timestep is 1.07770220588235
964: Timestep is 1.07770220588235
696: Timestep is 1.07770220588235
1789: Timestep is 1.07770220588235
1246: Timestep is 1.07770220588235
419: Timestep is 1.07770220588235
1520: Timestep is 1.07770220588235
106: Timestep is 1.07770220588235
968: Timestep is 1.07770220588235
2058: Timestep is 1.07770220588235
1790: Timestep is 1.07770220588235
1521: Timestep is 1.07770220588235
107: Timestep is 1.07770220588235
969: Timestep is 1.07770220588235
2059: Timestep is 1.07770220588235
697: Timestep is 1.07770220588235
1247: Timestep is 1.07770220588235
1522: Timestep is 1.07770220588235
108: Timestep is 1.07770220588235
970: Timestep is 1.07770220588235
2060: Timestep is 1.07770220588235
698: Timestep is 1.07770220588235
1791: Timestep is 1.07770220588235
1248: Timestep is 1.07770220588235
1523: Timestep is 1.07770220588235
109: Timestep is 1.07770220588235
2061: Timestep is 1.07770220588235
1249: Timestep is 1.07770220588235
420: Timestep is 1.07770220588235
1524: Timestep is 1.07770220588235
110: Timestep is 1.07770220588235
2062: Timestep is 1.07770220588235
699: Timestep is 1.07770220588235
1792: Timestep is 1.07770220588235
421: Timestep is 1.07770220588235
1525: Timestep is 1.07770220588235
111: Timestep is 1.07770220588235
2063: Timestep is 1.07770220588235
700: Timestep is 1.07770220588235
1793: Timestep is 1.07770220588235
1250: Timestep is 1.07770220588235
422: Timestep is 1.07770220588235
1526: Timestep is 1.07770220588235
703: Timestep is 1.07770220588235
112: Timestep is 1.07770220588235
2064: Timestep is 1.07770220588235
704: Timestep is 1.07770220588235
1794: Timestep is 1.07770220588235
1251: Timestep is 1.07770220588235
423: Timestep is 1.07770220588235
1527: Timestep is 1.07770220588235
113: Timestep is 1.07770220588235
971: Timestep is 1.07770220588235
705: Timestep is 1.07770220588235
1795: Timestep is 1.07770220588235
1252: Timestep is 1.07770220588235
424: Timestep is 1.07770220588235
1528: Timestep is 1.07770220588235
114: Timestep is 1.07770220588235
2065: Timestep is 1.07770220588235
706: Timestep is 1.07770220588235
1796: Timestep is 1.07770220588235
1253: Timestep is 1.07770220588235
426: Timestep is 1.07770220588235
1529: Timestep is 1.07770220588235
115: Timestep is 1.07770220588235
972: Timestep is 1.07770220588235
2066: Timestep is 1.07770220588235
1797: Timestep is 1.07770220588235
1254: Timestep is 1.07770220588235
428: Timestep is 1.07770220588235
1530: Timestep is 1.07770220588235
116: Timestep is 1.07770220588235
973: Timestep is 1.07770220588235
2067: Timestep is 1.07770220588235
707: Timestep is 1.07770220588235
1798: Timestep is 1.07770220588235
430: Timestep is 1.07770220588235
1531: Timestep is 1.07770220588235
117: Timestep is 1.07770220588235
974: Timestep is 1.07770220588235
2068: Timestep is 1.07770220588235
1255: Timestep is 1.07770220588235
1532: Timestep is 1.07770220588235
118: Timestep is 1.07770220588235
975: Timestep is 1.07770220588235
2069: Timestep is 1.07770220588235
708: Timestep is 1.07770220588235
1799: Timestep is 1.07770220588235
1256: Timestep is 1.07770220588235
1533: Timestep is 1.07770220588235
2070: Timestep is 1.07770220588235
709: Timestep is 1.07770220588235
1800: Timestep is 1.07770220588235
1257: Timestep is 1.07770220588235
432: Timestep is 1.07770220588235
1534: Timestep is 1.07770220588235
976: Timestep is 1.07770220588235
2071: Timestep is 1.07770220588235
1801: Timestep is 1.07770220588235
433: Timestep is 1.07770220588235
977: Timestep is 1.07770220588235
2072: Timestep is 1.07770220588235
710: Timestep is 1.07770220588235
1802: Timestep is 1.07770220588235
978: Timestep is 1.07770220588235
711: Timestep is 1.07770220588235
1803: Timestep is 1.07770220588235
1258: Timestep is 1.07770220588235
434: Timestep is 1.07770220588235
712: Timestep is 1.07770220588235
1804: Timestep is 1.07770220588235
714: Timestep is 1.07770220588235
1259: Timestep is 1.07770220588235
435: Timestep is 1.07770220588235
119: Timestep is 1.07770220588235
1805: Timestep is 1.07770220588235
1260: Timestep is 1.07770220588235
437: Timestep is 1.07770220588235
120: Timestep is 1.07770220588235
1806: Timestep is 1.07770220588235
1261: Timestep is 1.07770220588235
438: Timestep is 1.07770220588235
1535: Timestep is 1.07770220588235
121: Timestep is 1.07770220588235
979: Timestep is 1.07770220588235
2073: Timestep is 1.07770220588235
439: Timestep is 1.07770220588235
1537: Timestep is 1.07770220588235
122: Timestep is 1.07770220588235
980: Timestep is 1.07770220588235
716: Timestep is 1.07770220588235
1262: Timestep is 1.07770220588235
440: Timestep is 1.07770220588235
1539: Timestep is 1.07770220588235
123: Timestep is 1.07770220588235
981: Timestep is 1.07770220588235
2074: Timestep is 1.07770220588235
1263: Timestep is 1.07770220588235
1540: Timestep is 1.07770220588235
124: Timestep is 1.07770220588235
982: Timestep is 1.07770220588235
2075: Timestep is 1.07770220588235
717: Timestep is 1.07770220588235
1264: Timestep is 1.07770220588235
1541: Timestep is 1.07770220588235
125: Timestep is 1.07770220588235
983: Timestep is 1.07770220588235
2076: Timestep is 1.07770220588235
1807: Timestep is 1.07770220588235
1265: Timestep is 1.07770220588235
1542: Timestep is 1.07770220588235
126: Timestep is 1.07770220588235
984: Timestep is 1.07770220588235
2077: Timestep is 1.07770220588235
718: Timestep is 1.07770220588235
1266: Timestep is 1.07770220588235
1543: Timestep is 1.07770220588235
985: Timestep is 1.07770220588235
2078: Timestep is 1.07770220588235
719: Timestep is 1.07770220588235
1808: Timestep is 1.07770220588235
441: Timestep is 1.07770220588235
1545: Timestep is 1.07770220588235
988: Timestep is 1.07770220588235
2079: Timestep is 1.07770220588235
720: Timestep is 1.07770220588235
1809: Timestep is 1.07770220588235
1267: Timestep is 1.07770220588235
1547: Timestep is 1.07770220588235
2080: Timestep is 1.07770220588235
721: Timestep is 1.07770220588235
1810: Timestep is 1.07770220588235
442: Timestep is 1.07770220588235
127: Timestep is 1.07770220588235
989: Timestep is 1.07770220588235
2081: Timestep is 1.07770220588235
722: Timestep is 1.07770220588235
1811: Timestep is 1.07770220588235
1268: Timestep is 1.07770220588235
443: Timestep is 1.07770220588235
1548: Timestep is 1.07770220588235
129: Timestep is 1.07770220588235
992: Timestep is 1.07770220588235
2082: Timestep is 1.07770220588235
1812: Timestep is 1.07770220588235
444: Timestep is 1.07770220588235
130: Timestep is 1.07770220588235
2083: Timestep is 1.07770220588235
723: Timestep is 1.07770220588235
1813: Timestep is 1.07770220588235
1269: Timestep is 1.07770220588235
445: Timestep is 1.07770220588235
1549: Timestep is 1.07770220588235
133: Timestep is 1.07770220588235
993: Timestep is 1.07770220588235
2084: Timestep is 1.07770220588235
1270: Timestep is 1.07770220588235
446: Timestep is 1.07770220588235
135: Timestep is 1.07770220588235
724: Timestep is 1.07770220588235
1814: Timestep is 1.07770220588235
1271: Timestep is 1.07770220588235
447: Timestep is 1.07770220588235
1550: Timestep is 1.07770220588235
136: Timestep is 1.07770220588235
994: Timestep is 1.07770220588235
2085: Timestep is 1.07770220588235
725: Timestep is 1.07770220588235
1815: Timestep is 1.07770220588235
1272: Timestep is 1.07770220588235
448: Timestep is 1.07770220588235
1551: Timestep is 1.07770220588235
137: Timestep is 1.07770220588235
995: Timestep is 1.07770220588235
2086: Timestep is 1.07770220588235
726: Timestep is 1.07770220588235
1273: Timestep is 1.07770220588235
449: Timestep is 1.07770220588235
1552: Timestep is 1.07770220588235
139: Timestep is 1.07770220588235
996: Timestep is 1.07770220588235
2087: Timestep is 1.07770220588235
727: Timestep is 1.07770220588235
1816: Timestep is 1.07770220588235
1274: Timestep is 1.07770220588235
450: Timestep is 1.07770220588235
1553: Timestep is 1.07770220588235
997: Timestep is 1.07770220588235
2088: Timestep is 1.07770220588235
728: Timestep is 1.07770220588235
1817: Timestep is 1.07770220588235
1554: Timestep is 1.07770220588235
141: Timestep is 1.07770220588235
998: Timestep is 1.07770220588235
2089: Timestep is 1.07770220588235
729: Timestep is 1.07770220588235
1818: Timestep is 1.07770220588235
451: Timestep is 1.07770220588235
1555: Timestep is 1.07770220588235
143: Timestep is 1.07770220588235
999: Timestep is 1.07770220588235
2091: Timestep is 1.07770220588235
730: Timestep is 1.07770220588235
1819: Timestep is 1.07770220588235
1275: Timestep is 1.07770220588235
452: Timestep is 1.07770220588235
1556: Timestep is 1.07770220588235
144: Timestep is 1.07770220588235
1000: Timestep is 1.07770220588235
2092: Timestep is 1.07770220588235
731: Timestep is 1.07770220588235
1820: Timestep is 1.07770220588235
453: Timestep is 1.07770220588235
1557: Timestep is 1.07770220588235
145: Timestep is 1.07770220588235
1001: Timestep is 1.07770220588235
1821: Timestep is 1.07770220588235
1276: Timestep is 1.07770220588235
454: Timestep is 1.07770220588235
1558: Timestep is 1.07770220588235
146: Timestep is 1.07770220588235
1002: Timestep is 1.07770220588235
732: Timestep is 1.07770220588235
1822: Timestep is 1.07770220588235
1277: Timestep is 1.07770220588235
455: Timestep is 1.07770220588235
1278: Timestep is 1.07770220588235
456: Timestep is 1.07770220588235
1559: Timestep is 1.07770220588235
147: Timestep is 1.07770220588235
1003: Timestep is 1.07770220588235
2093: Timestep is 1.07770220588235
733: Timestep is 1.07770220588235
1823: Timestep is 1.07770220588235
1279: Timestep is 1.07770220588235
457: Timestep is 1.07770220588235
1560: Timestep is 1.07770220588235
149: Timestep is 1.07770220588235
1004: Timestep is 1.07770220588235
2095: Timestep is 1.07770220588235
734: Timestep is 1.07770220588235
1824: Timestep is 1.07770220588235
1280: Timestep is 1.07770220588235
458: Timestep is 1.07770220588235
1561: Timestep is 1.07770220588235
152: Timestep is 1.07770220588235
1005: Timestep is 1.07770220588235
2096: Timestep is 1.07770220588235
735: Timestep is 1.07770220588235
1281: Timestep is 1.07770220588235
1562: Timestep is 1.07770220588235
153: Timestep is 1.07770220588235
1006: Timestep is 1.07770220588235
2097: Timestep is 1.07770220588235
736: Timestep is 1.07770220588235
1825: Timestep is 1.07770220588235
1282: Timestep is 1.07770220588235
459: Timestep is 1.07770220588235
1563: Timestep is 1.07770220588235
154: Timestep is 1.07770220588235
1007: Timestep is 1.07770220588235
2098: Timestep is 1.07770220588235
737: Timestep is 1.07770220588235
1826: Timestep is 1.07770220588235
460: Timestep is 1.07770220588235
1564: Timestep is 1.07770220588235
155: Timestep is 1.07770220588235
1008: Timestep is 1.07770220588235
2099: Timestep is 1.07770220588235
738: Timestep is 1.07770220588235
1827: Timestep is 1.07770220588235
1283: Timestep is 1.07770220588235
461: Timestep is 1.07770220588235
1565: Timestep is 1.07770220588235
156: Timestep is 1.07770220588235
2100: Timestep is 1.07770220588235
739: Timestep is 1.07770220588235
1828: Timestep is 1.07770220588235
1284: Timestep is 1.07770220588235
462: Timestep is 1.07770220588235
1566: Timestep is 1.07770220588235
160: Timestep is 1.07770220588235
2101: Timestep is 1.07770220588235
1829: Timestep is 1.07770220588235
1285: Timestep is 1.07770220588235
463: Timestep is 1.07770220588235
1009: Timestep is 1.07770220588235
2102: Timestep is 1.07770220588235
740: Timestep is 1.07770220588235
1830: Timestep is 1.07770220588235
1286: Timestep is 1.07770220588235
464: Timestep is 1.07770220588235
1567: Timestep is 1.07770220588235
1010: Timestep is 1.07770220588235
741: Timestep is 1.07770220588235
1831: Timestep is 1.07770220588235
1287: Timestep is 1.07770220588235
465: Timestep is 1.07770220588235
1011: Timestep is 1.07770220588235
1832: Timestep is 1.07770220588235
1288: Timestep is 1.07770220588235
466: Timestep is 1.07770220588235
1568: Timestep is 1.07770220588235
1012: Timestep is 1.07770220588235
1833: Timestep is 1.07770220588235
1289: Timestep is 1.07770220588235
1569: Timestep is 1.07770220588235
161: Timestep is 1.07770220588235
1013: Timestep is 1.07770220588235
2103: Timestep is 1.07770220588235
742: Timestep is 1.07770220588235
1570: Timestep is 1.07770220588235
162: Timestep is 1.07770220588235
1014: Timestep is 1.07770220588235
1834: Timestep is 1.07770220588235
1290: Timestep is 1.07770220588235
1571: Timestep is 1.07770220588235
163: Timestep is 1.07770220588235
1015: Timestep is 1.07770220588235
2104: Timestep is 1.07770220588235
743: Timestep is 1.07770220588235
1835: Timestep is 1.07770220588235
1291: Timestep is 1.07770220588235
467: Timestep is 1.07770220588235
1572: Timestep is 1.07770220588235
164: Timestep is 1.07770220588235
1016: Timestep is 1.07770220588235
2105: Timestep is 1.07770220588235
744: Timestep is 1.07770220588235
1836: Timestep is 1.07770220588235
1292: Timestep is 1.07770220588235
1573: Timestep is 1.07770220588235
165: Timestep is 1.07770220588235
1017: Timestep is 1.07770220588235
2107: Timestep is 1.07770220588235
745: Timestep is 1.07770220588235
1837: Timestep is 1.07770220588235
469: Timestep is 1.07770220588235
1574: Timestep is 1.07770220588235
166: Timestep is 1.07770220588235
1018: Timestep is 1.07770220588235
2108: Timestep is 1.07770220588235
746: Timestep is 1.07770220588235
1838: Timestep is 1.07770220588235
1293: Timestep is 1.07770220588235
470: Timestep is 1.07770220588235
1575: Timestep is 1.07770220588235
167: Timestep is 1.07770220588235
1019: Timestep is 1.07770220588235
2109: Timestep is 1.07770220588235
747: Timestep is 1.07770220588235
1839: Timestep is 1.07770220588235
471: Timestep is 1.07770220588235
168: Timestep is 1.07770220588235
1020: Timestep is 1.07770220588235
2110: Timestep is 1.07770220588235
748: Timestep is 1.07770220588235
1840: Timestep is 1.07770220588235
1294: Timestep is 1.07770220588235
472: Timestep is 1.07770220588235
1576: Timestep is 1.07770220588235
169: Timestep is 1.07770220588235
2111: Timestep is 1.07770220588235
749: Timestep is 1.07770220588235
1841: Timestep is 1.07770220588235
1295: Timestep is 1.07770220588235
473: Timestep is 1.07770220588235
1577: Timestep is 1.07770220588235
1021: Timestep is 1.07770220588235
2112: Timestep is 1.07770220588235
750: Timestep is 1.07770220588235
1842: Timestep is 1.07770220588235
1296: Timestep is 1.07770220588235
474: Timestep is 1.07770220588235
1578: Timestep is 1.07770220588235
170: Timestep is 1.07770220588235
