energy   error   state
-293.7828539 0.0008152092476 2.0
-293.8298943 0.0005290299175 2.1
-293.853943 0.0006505992497 2.2
-293.8711758 0.000959080288 2.3
-293.8783866 0.0006854426953 2.4
-293.8809525 0.0009055441036 2.5
-293.8833069 0.0008949544199 2.6
-293.88097 0.0008367254593 2.7
