z,bind
1.3,0.027245379999999986
1.4,-0.026266960000000172
1.5,-0.058635729999999886
1.6,-0.07667864000000002
1.7,-0.08508742999999985
1.8,-0.08707695000000026
1.9,-0.08484932000000012
2.0,-0.07992182000000014
2.1,-0.07334865999999984
2.2,-0.06587141999999979
