SCF,GAPS
-5.272024,0.0
-5.264031,0.007992999999999917
-4.924371,0.3476530000000002
-4.967392,0.3046319999999998
-4.74569,0.5263340000000003
-4.404165,0.8678590000000002
-4.125462,1.1465620000000003
-4.005201,1.2668230000000005
-3.85116,1.420864
-3.556625,1.7153990000000001
-3.215774,2.05625
-1.994023,3.2780009999999997
-1.526166,3.745858
-1.008823,4.2632010000000005
-0.871972,4.4000520000000005
