250	0.01391734
260	0.01186326
270	0.01011268
280	0.00859105
290	0.00728402
300	0.00615476
310	0.00522135
320	0.00440438
330	0.00371417
340	0.00315231
350	0.00264332
360	0.00224252
370	0.00189309
380	0.00159230
390	0.00134038
400	0.00113902
410	0.00095997
420	0.00082185
430	0.00069035
440	0.00059046
450	0.00050007
460	0.00042732
470	0.00036741
480	0.00031484
490	0.00027685
500	0.00023684
510	0.00020903
520	0.00019096
530	0.00017139
540	0.00015365
550	0.00013330
560	0.00011869
570	0.00011501
580	0.00009612
590	0.00009636
600	0.00008155
