Z,SCF,CCSD,A_SCF,A_CCSD,B_SCF,B_CCSD
1.985,-142.7520848,-143.7247644,-127.0328638,-127.7851513,-15.68718916,-15.86568094
1.935,-142.7512258,-143.7277467
1.885,-142.7486762,-143.7298729
1.835,-142.7440551,-143.7308515
1.785,-142.7369223,-143.7302880
1.735,-142.7267752,-143.7276412
1.685,-142.7130502,-143.7221553
1.635,-142.6951232,-143.7128528
1.585,-142.6723048,-143.6984980
1.535,-142.6438386,-143.6775890
1.485,-142.6089563,-143.6482912
