
     Z,SCF,CCSD
   1.885,   -142.6237037,   -143.6088637
   1.835,   -142.6190955,   -143.6098743
   1.785,   -142.6119672,   -143.6093502
   1.735,   -142.6018139,   -143.6067568
   1.685,   -142.5880708,   -143.6013484
   1.635,   -142.5701179,   -143.5921530
   1.585,   -142.5472814,   -143.5779458
   1.535,   -142.5188415,   -143.5572344
   1.485,   -142.4841068,   -143.5281929
                                                  
