Z,SCF,CCSD,A_SCF,A_CCSD,B_SCF,B_CCSD
1.4,-21535.28175,-21535.40114,-21534.84774,-21534.91449,-0.49982785,-0.49982785
1.5,-21535.31420,-21535.43497,,,,
1.6,-21535.33222,-21535.45430,,,,
1.7,-21535.34037,-21535.46372,,,,
1.8,-21535.34181,-21535.46644,,,,
1.9,-21535.33871,-21535.46468,,,,
2.0,-21535.33258,-21535.46002,,,,
2.1,-21535.32449,-21535.45353,,,,
2.2,-21535.31520,-21535.44601,,,,

