                                                  

     Z,SCF,CCSD,A_SCF,A_CCSD,B_SCF,B_CCSD
   1.5,   -150.3169025,   -151.3330950,   -134.7891757,   -135.5068231,   -15.68703503,   -15.86622096
   1.6,   -150.3937390,   -151.3985584,      0.0000000,      0.0000000,     0.00000000,     0.00000000
   1.7,   -150.4385944,   -151.4312747,      0.0000000,      0.0000000,     0.00000000,     0.00000000
   1.8,   -150.4626463,   -151.4447213,      0.0000000,      0.0000000,     0.00000000,     0.00000000
   1.9,   -150.4732519,   -151.4471201,      0.0000000,      0.0000000,     0.00000000,     0.00000000
   2.0,   -150.4752491,   -151.4433580,      0.0000000,      0.0000000,     0.00000000,     0.00000000
   2.1,   -150.4718328,   -151.4363216,      0.0000000,      0.0000000,     0.00000000,     0.00000000
   2.2,   -150.4651134,   -151.4277416,      0.0000000,      0.0000000,     0.00000000,     0.00000000
                                                  
