energy   error   state
-293.8878312 0.0009092870817 2.2
-293.9022783 0.0009799542909 2.3
-293.91174 0.000680719196 2.4
-293.9150659 0.0008233860032 2.5
-293.9147453 0.0009402547676 2.6
-293.911857 0.0008456020125 2.7
