 Level   Rel eigenvalue     Abs eigenvalue      Total Energy    Degeneracy

    1     0.0000000000     -0.942068182526      -65.179850863384 (   2 * )
    2     0.0209243634     -0.921143819080      -65.158926499938 (   2 * )
    3     0.0224102051     -0.919657977431      -65.157440658289 (   2 * )


 Total average:       -65.1654060072
