Z,SCF,CCSD,A_SCF,A_CCSD,B_SCF,B_CCSD
1.4,-5.74635972,-5.87967468,-5.33075395,-5.40780408,-0.49982987,-0.49982987
1.5,-5.77987325,-5.91368789,,,,
1.6,-5.79960233,-5.93409137,,,,
1.7,-5.80962579,-5.94495833,,,,
1.8,-5.81282542,-5.94917201,,,,
1.9,-5.81125609,-5.94879361,,,,
2.0,-5.80639653,-5.94531031,,,,
2.1,-5.79931864,-5.93980369,,,,
2.2,-5.79080242,-5.93306489,,,,

