                                                  

        SCF,CCSD
   -119.05209241,   -119.71647961
   -119.06716029,   -119.79290713
   -119.03850486,   -119.70481351
   -119.01889259,   -119.69856313
   -118.77089042,   -119.38644850
   -118.76277434,   -119.36004010
   -118.15173216,   -118.70014659
   -117.07726774,   -117.57052332
   -115.50634856,   -115.95145162
   -114.32947680,   -114.75402782
   -113.44721541,   -113.83696821
    -96.44817841,    -96.84530932
    -93.30012522,    -93.55996892
    -66.30168324,    -66.42638519
    -31.38408699,    -31.43507208
                                                  
