r bind
1.40 0.04006721
1.50 -0.07227519
1.60 -0.13153060
1.70 -0.15717677
1.80 -0.16213076
1.90 -0.15468893
2.00 -0.14001089
2.10 -0.12178937
2.20 -0.10315410
